filename,stem,run_time,model_type,model_timestamp,epoch,rel_th,prob_th,min_area,step,batch_size,leaf_patch_min,pred_white_pixels,leaf_pixels,total_pixels,pct_infected_of_leaf,pct_infected_of_image,mask_path
185-W2021009-199_R1.png,185-W2021009-199_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,719785,34637695,45413508,2.078,1.585,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\185-W2021009-199_R1_leaf_pred.png
185-W2021009-291_R2.png,185-W2021009-291_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,687740,38695141,45413508,1.7773,1.5144,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\185-W2021009-291_R2_leaf_pred.png
187-W2021010-348_R2.png,187-W2021010-348_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,3107770,33386030,45413508,9.3086,6.8433,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\187-W2021010-348_R2_leaf_pred.png
191-W2021010-426_R2.png,191-W2021010-426_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,985242,40178505,45413508,2.4522,2.1695,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\191-W2021010-426_R2_leaf_pred.png
191-W2021010-449_R1.png,191-W2021010-449_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1464984,37860589,45413508,3.8694,3.2259,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\191-W2021010-449_R1_leaf_pred.png
192-W2021006-005_R1.png,192-W2021006-005_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,467346,33949220,45413508,1.3766,1.0291,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\192-W2021006-005_R1_leaf_pred.png
206-W2021010-344_R1.png,206-W2021010-344_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,728676,34027057,45413508,2.1415,1.6045,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\206-W2021010-344_R1_leaf_pred.png
207-W2021009-287_R2.png,207-W2021009-287_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,377683,36424401,45413508,1.0369,0.8317,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\207-W2021009-287_R2_leaf_pred.png
208-W2021009-268_R2.png,208-W2021009-268_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,990870,37361263,45413508,2.6521,2.1819,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\208-W2021009-268_R2_leaf_pred.png
209-W2021010-439_R2.png,209-W2021010-439_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1451946,36388263,45413508,3.9901,3.1972,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\209-W2021010-439_R2_leaf_pred.png
211-W2021011-598_R2.png,211-W2021011-598_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1139675,38393981,45413508,2.9684,2.5096,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\211-W2021011-598_R2_leaf_pred.png
215-W2021006-045_R2.png,215-W2021006-045_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,795762,33554252,45413508,2.3716,1.7523,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\215-W2021006-045_R2_leaf_pred.png
223-W2021010-442_R2.png,223-W2021010-442_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,962560,34426287,45413508,2.796,2.1195,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\223-W2021010-442_R2_leaf_pred.png
226-W2021010-435_R1.png,226-W2021010-435_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1173464,35148963,45413508,3.3385,2.584,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\226-W2021010-435_R1_leaf_pred.png
230-W2021010-373_R2.png,230-W2021010-373_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,4491878,36488937,45413508,12.3102,9.8911,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\230-W2021010-373_R2_leaf_pred.png
233-W2021009-215_R2.png,233-W2021009-215_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,804660,36885896,45413508,2.1815,1.7719,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\233-W2021009-215_R2_leaf_pred.png
240-Symphony_R2.png,240-Symphony_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,3214822,37414139,45413508,8.5925,7.079,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\240-Symphony_R2_leaf_pred.png
254-W2021010-352_R2.png,254-W2021010-352_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,368318,29751519,45413508,1.238,0.811,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\254-W2021010-352_R2_leaf_pred.png
266-W2021009-193_R1.png,266-W2021009-193_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,901736,33112115,45413508,2.7233,1.9856,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\266-W2021009-193_R1_leaf_pred.png
313-W2021010-343_R1.png,313-W2021010-343_R1,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,448759,33134508,45413508,1.3544,0.9882,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\313-W2021010-343_R1_leaf_pred.png
336-W2021011-506_R2.png,336-W2021011-506_R2,2026-02-05T09:30:12,DeepLab,Feb04_00-32-07_2026,60,0.2,0.7,200,112,8,0.05,1370730,35981838,45413508,3.8095,3.0183,..\..\results\human_disk_assessments\segmentation\DeepLab-Feb04_00-32-07_2026\336-W2021011-506_R2_leaf_pred.png
